,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6628,Female,Loyal Customer,52,Personal Travel,Eco,1,1,4,4,4,4,2,4,0,0,neutral or dissatisfied
6629,Female,Loyal Customer,39,Personal Travel,Eco,2,1,4,4,2,4,4,5,0,0,neutral or dissatisfied
6630,Male,Loyal Customer,50,Business travel,Eco,1,5,1,1,3,3,4,2,0,0,neutral or dissatisfied
6631,Female,Loyal Customer,41,Personal Travel,Eco,1,1,2,2,3,4,4,4,0,0,neutral or dissatisfied
6632,Male,Loyal Customer,7,Personal Travel,Eco,3,3,3,3,5,4,5,4,0,0,neutral or dissatisfied
6633,Male,disloyal Customer,24,Business travel,Business,4,5,1,1,3,4,3,4,0,0,satisfied
6634,Male,Loyal Customer,10,Personal Travel,Eco,4,4,3,3,1,4,2,4,0,0,neutral or dissatisfied
6635,Female,Loyal Customer,69,Business travel,Business,2,5,4,4,2,2,1,2,4,4,neutral or dissatisfied
6636,Female,disloyal Customer,37,Business travel,Eco,1,1,2,2,2,4,2,3,22,12,neutral or dissatisfied
6637,Female,Loyal Customer,53,Personal Travel,Eco,3,4,4,5,5,5,4,5,1,9,neutral or dissatisfied
6638,Male,Loyal Customer,65,Personal Travel,Eco,2,2,2,5,4,5,3,4,0,10,neutral or dissatisfied
6639,Female,Loyal Customer,57,Business travel,Eco,1,2,2,3,1,1,3,1,0,0,neutral or dissatisfied
6640,Male,Loyal Customer,52,Business travel,Business,4,4,4,4,4,4,3,4,10,0,satisfied
6641,Female,Loyal Customer,37,Business travel,Business,1,3,1,3,1,1,2,1,0,0,neutral or dissatisfied
6642,Male,disloyal Customer,24,Business travel,Eco,1,1,4,4,3,1,1,3,2,0,neutral or dissatisfied
6643,Female,disloyal Customer,22,Business travel,Eco,3,3,5,5,3,4,3,4,38,42,neutral or dissatisfied
6644,Male,Loyal Customer,60,Business travel,Eco,4,3,4,4,3,3,4,4,0,0,neutral or dissatisfied
6645,Female,disloyal Customer,17,Business travel,Business,0,0,2,2,4,4,5,4,0,0,satisfied
6646,Female,Loyal Customer,60,Business travel,Business,2,2,5,5,5,5,3,5,0,0,satisfied
6647,Male,Loyal Customer,33,Personal Travel,Eco,5,5,4,4,3,3,4,4,0,0,satisfied
6648,Male,disloyal Customer,20,Business travel,Business,2,2,5,5,1,1,1,2,0,28,neutral or dissatisfied
6649,Female,Loyal Customer,57,Personal Travel,Eco,4,4,2,3,5,5,2,5,4,0,neutral or dissatisfied
6650,Male,Loyal Customer,38,Personal Travel,Eco,2,2,3,3,4,4,4,5,0,8,neutral or dissatisfied
6651,Male,Loyal Customer,26,Business travel,Business,3,3,5,5,4,3,5,4,0,0,satisfied
6652,Male,Loyal Customer,25,Business travel,Business,2,3,5,5,2,5,1,1,0,0,satisfied
6653,Female,Loyal Customer,54,Business travel,Business,4,4,5,4,4,4,3,4,0,0,satisfied
6654,Male,Loyal Customer,65,Business travel,Business,2,2,3,3,2,2,4,2,10,0,neutral or dissatisfied
6655,Female,disloyal Customer,29,Business travel,Business,5,5,2,2,4,4,5,4,0,10,satisfied
6656,Male,Loyal Customer,54,Business travel,Business,2,2,5,5,2,2,4,2,0,9,satisfied
6657,Female,Loyal Customer,52,Personal Travel,Eco,2,2,1,4,2,2,5,2,0,0,neutral or dissatisfied
6658,Female,Loyal Customer,34,Personal Travel,Eco,3,3,4,4,5,4,4,5,40,105,neutral or dissatisfied
6659,Male,Loyal Customer,7,Personal Travel,Eco,3,2,2,3,3,4,4,4,0,0,neutral or dissatisfied
6660,Male,disloyal Customer,26,Business travel,Business,2,1,3,3,5,4,5,5,40,26,neutral or dissatisfied
6661,Female,disloyal Customer,25,Business travel,Business,4,5,1,2,5,4,4,5,0,6,satisfied
6662,Female,Loyal Customer,46,Business travel,Business,4,2,5,4,3,3,4,3,93,94,satisfied
6663,Female,disloyal Customer,21,Business travel,Eco,3,3,5,5,5,4,3,4,5,0,neutral or dissatisfied
6664,Female,Loyal Customer,58,Business travel,Business,2,2,3,5,4,4,5,4,0,0,satisfied
6665,Female,Loyal Customer,40,Business travel,Business,3,1,5,5,5,5,5,5,0,0,satisfied
6666,Male,Loyal Customer,32,Personal Travel,Eco,5,5,5,5,3,1,4,3,0,0,satisfied
6667,Female,disloyal Customer,23,Business travel,Eco,1,1,2,2,3,5,4,3,0,2,neutral or dissatisfied
6668,Male,Loyal Customer,36,Business travel,Business,5,5,2,4,5,5,4,5,1,2,satisfied
6669,Female,disloyal Customer,62,Business travel,Business,4,4,4,4,5,4,4,4,7,3,satisfied
6670,Female,Loyal Customer,38,Business travel,Business,1,1,4,5,4,4,4,4,1,0,satisfied
6671,Female,Loyal Customer,38,Business travel,Business,5,5,3,5,2,2,4,2,0,0,satisfied
6672,Male,Loyal Customer,34,Personal Travel,Eco,3,3,2,2,3,4,4,5,0,0,neutral or dissatisfied
6673,Female,Loyal Customer,59,Business travel,Business,2,2,5,4,5,5,4,5,11,16,satisfied
6674,Male,Loyal Customer,25,Business travel,Eco,1,5,1,1,3,3,1,2,0,4,neutral or dissatisfied
6675,Female,Loyal Customer,38,Business travel,Eco,4,4,4,4,3,5,1,5,0,25,satisfied
6676,Female,Loyal Customer,27,Business travel,Business,2,2,4,4,4,4,3,4,0,0,satisfied
6677,Female,Loyal Customer,32,Business travel,Business,2,3,2,2,4,4,2,3,0,0,neutral or dissatisfied
6678,Female,disloyal Customer,54,Business travel,Eco,4,4,4,5,4,2,5,1,49,38,neutral or dissatisfied
6679,Female,Loyal Customer,36,Business travel,Eco Plus,1,2,1,1,3,3,2,4,0,1,neutral or dissatisfied
6680,Male,disloyal Customer,49,Business travel,Eco,3,3,3,3,4,3,1,3,1,0,neutral or dissatisfied
6681,Female,Loyal Customer,57,Business travel,Business,1,1,5,4,3,3,4,3,23,24,satisfied
6682,Male,Loyal Customer,55,Business travel,Eco,4,5,5,5,4,4,4,2,0,0,satisfied
6683,Male,disloyal Customer,38,Business travel,Eco,2,2,3,3,1,5,4,1,0,10,neutral or dissatisfied
6684,Female,disloyal Customer,22,Business travel,Eco,4,5,3,3,4,4,5,5,0,0,satisfied
6685,Female,Loyal Customer,27,Personal Travel,Eco,1,1,4,4,2,4,4,4,0,0,neutral or dissatisfied
6686,Female,Loyal Customer,57,Business travel,Business,5,5,4,4,2,2,4,2,0,0,satisfied
6687,Male,Loyal Customer,36,Business travel,Business,2,2,5,4,5,5,4,5,0,0,satisfied
6688,Female,Loyal Customer,58,Business travel,Eco,3,2,3,3,3,3,2,3,73,83,neutral or dissatisfied
6689,Female,Loyal Customer,48,Personal Travel,Eco,1,1,3,4,1,1,3,1,0,7,neutral or dissatisfied
6690,Female,Loyal Customer,40,Personal Travel,Eco,2,2,5,5,4,5,2,3,9,11,neutral or dissatisfied
6691,Female,Loyal Customer,47,Business travel,Business,4,4,4,4,4,4,3,4,0,0,satisfied
6692,Female,Loyal Customer,63,Personal Travel,Eco,2,2,2,5,2,5,4,2,0,0,neutral or dissatisfied
6693,Female,Loyal Customer,51,Personal Travel,Eco,4,3,3,2,1,1,3,1,5,17,neutral or dissatisfied
6694,Male,Loyal Customer,54,Business travel,Business,3,3,2,5,5,5,5,5,0,0,satisfied
6695,Female,Loyal Customer,64,Personal Travel,Eco,1,1,2,4,2,2,4,2,0,0,neutral or dissatisfied
6696,Male,Loyal Customer,58,Business travel,Business,3,3,4,5,5,5,4,5,0,4,satisfied
6697,Male,Loyal Customer,44,Business travel,Business,1,1,5,1,4,4,2,4,12,23,satisfied
6698,Male,disloyal Customer,29,Business travel,Business,0,0,3,3,3,5,3,4,0,0,satisfied
6699,Male,Loyal Customer,47,Personal Travel,Eco,3,3,1,1,1,4,5,3,11,28,neutral or dissatisfied
6700,Male,disloyal Customer,24,Business travel,Eco,3,3,3,3,3,4,3,5,0,0,neutral or dissatisfied
6701,Female,disloyal Customer,35,Business travel,Business,4,5,3,3,2,4,4,4,0,0,neutral or dissatisfied
6702,Male,Loyal Customer,57,Business travel,Business,1,1,5,4,3,3,4,3,5,0,satisfied
6703,Female,Loyal Customer,31,Business travel,Eco,2,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
6704,Male,Loyal Customer,46,Business travel,Eco,4,3,4,4,3,4,1,4,130,121,satisfied
6705,Female,Loyal Customer,50,Personal Travel,Eco,4,2,2,3,3,3,1,3,0,0,satisfied
6706,Male,Loyal Customer,53,Business travel,Business,5,5,2,1,5,5,3,5,0,0,satisfied
6707,Male,Loyal Customer,27,Personal Travel,Eco,2,2,2,2,1,4,1,3,39,25,neutral or dissatisfied
6708,Female,Loyal Customer,42,Business travel,Business,3,4,2,5,5,5,5,5,0,0,satisfied
6709,Female,Loyal Customer,60,Business travel,Business,4,1,2,5,5,5,3,5,0,0,satisfied
6710,Female,Loyal Customer,41,Business travel,Business,5,5,5,4,4,4,4,4,0,4,satisfied
6711,Female,Loyal Customer,64,Business travel,Business,3,3,2,3,3,3,3,3,11,6,neutral or dissatisfied
6712,Female,Loyal Customer,55,Business travel,Business,4,4,4,4,1,5,4,2,178,174,satisfied
6713,Female,Loyal Customer,39,Business travel,Business,2,2,2,5,5,5,4,5,21,25,satisfied
6714,Female,Loyal Customer,16,Personal Travel,Eco Plus,3,3,2,2,3,4,3,3,0,8,neutral or dissatisfied
6715,Female,Loyal Customer,56,Business travel,Business,3,3,4,5,5,5,3,5,0,0,satisfied
6716,Female,Loyal Customer,22,Business travel,Business,3,1,3,3,1,4,3,3,7,10,neutral or dissatisfied
6717,Female,Loyal Customer,13,Personal Travel,Eco,2,3,4,4,1,3,2,3,0,0,neutral or dissatisfied
6718,Female,Loyal Customer,57,Business travel,Business,5,5,4,5,4,4,4,4,20,0,satisfied
6719,Male,Loyal Customer,56,Business travel,Business,3,3,5,3,2,3,4,2,0,0,neutral or dissatisfied
6720,Female,Loyal Customer,38,Personal Travel,Eco,5,0,1,1,3,4,1,3,0,16,satisfied
6721,Female,Loyal Customer,22,Business travel,Business,5,5,4,4,4,5,5,5,2,34,satisfied
6722,Female,Loyal Customer,48,Business travel,Eco Plus,4,1,5,3,4,4,5,4,26,19,satisfied
6723,Male,Loyal Customer,40,Business travel,Business,3,2,3,5,1,1,5,1,0,12,satisfied
6724,Female,Loyal Customer,31,Business travel,Business,1,1,5,5,5,3,5,2,29,29,satisfied
6725,Male,Loyal Customer,54,Personal Travel,Eco,2,2,2,2,5,1,2,3,0,28,neutral or dissatisfied
6726,Male,Loyal Customer,65,Personal Travel,Business,5,5,5,4,2,2,3,2,7,1,satisfied
6727,Male,Loyal Customer,45,Business travel,Business,2,2,3,5,5,5,4,5,0,0,satisfied
6728,Male,disloyal Customer,24,Business travel,Eco,3,3,4,1,1,3,4,4,22,11,neutral or dissatisfied
6729,Female,Loyal Customer,58,Business travel,Business,3,3,5,4,5,5,3,5,51,45,satisfied
6730,Female,Loyal Customer,50,Business travel,Business,2,4,5,4,4,4,5,4,39,34,satisfied
6731,Male,Loyal Customer,57,Business travel,Business,4,4,3,5,4,5,3,4,0,7,satisfied
6732,Female,Loyal Customer,41,Business travel,Eco,4,1,4,4,1,1,4,4,0,0,satisfied
6733,Male,Loyal Customer,14,Personal Travel,Eco,2,2,2,2,4,5,3,5,0,5,neutral or dissatisfied
6734,Male,Loyal Customer,43,Business travel,Eco,5,3,5,5,5,2,4,3,12,0,satisfied
6735,Male,Loyal Customer,28,Personal Travel,Business,2,1,5,5,4,5,3,5,0,0,neutral or dissatisfied
6736,Male,Loyal Customer,51,Business travel,Business,3,3,3,5,4,4,1,4,99,97,satisfied
6737,Female,Loyal Customer,52,Personal Travel,Eco,1,1,3,5,1,1,4,1,0,0,neutral or dissatisfied
6738,Female,Loyal Customer,22,Business travel,Business,4,4,3,3,5,5,4,5,0,0,satisfied
6739,Male,Loyal Customer,30,Business travel,Business,4,4,4,4,4,5,3,5,0,0,satisfied
6740,Male,Loyal Customer,34,Business travel,Business,2,2,5,5,5,5,3,5,53,43,satisfied
6741,Female,Loyal Customer,48,Business travel,Business,4,4,3,5,4,4,4,4,21,13,satisfied
6742,Male,Loyal Customer,44,Business travel,Business,2,2,5,5,5,5,5,5,95,76,satisfied
6743,Female,Loyal Customer,44,Personal Travel,Eco,3,3,5,5,5,5,4,5,8,0,neutral or dissatisfied
6744,Male,Loyal Customer,49,Business travel,Business,3,3,2,5,5,5,3,5,0,0,satisfied
6745,Female,Loyal Customer,34,Business travel,Eco,5,4,5,5,1,5,2,3,0,0,satisfied
6746,Female,disloyal Customer,21,Business travel,Business,5,5,1,1,2,5,3,3,0,0,satisfied
6747,Male,Loyal Customer,41,Personal Travel,Eco,3,3,2,2,2,3,1,2,0,0,neutral or dissatisfied
6748,Female,Loyal Customer,49,Business travel,Business,5,5,4,3,4,5,3,4,35,63,satisfied
6749,Male,Loyal Customer,40,Business travel,Business,2,2,3,5,4,4,5,4,1,16,satisfied
6750,Female,Loyal Customer,66,Personal Travel,Eco,1,1,1,3,5,5,3,5,0,0,neutral or dissatisfied
6751,Male,Loyal Customer,59,Personal Travel,Eco Plus,1,1,1,1,1,4,3,4,36,26,neutral or dissatisfied
6752,Male,Loyal Customer,30,Personal Travel,Eco Plus,2,3,4,4,4,1,2,2,11,0,neutral or dissatisfied
6753,Female,Loyal Customer,54,Business travel,Business,0,0,4,4,5,5,4,5,0,0,satisfied
6754,Male,Loyal Customer,44,Personal Travel,Eco,1,1,4,4,3,3,3,4,105,83,neutral or dissatisfied
6755,Male,Loyal Customer,45,Business travel,Business,0,0,4,5,2,2,5,2,0,1,satisfied
6756,Male,Loyal Customer,54,Business travel,Business,3,3,3,4,4,4,5,4,0,0,satisfied
6757,Female,Loyal Customer,58,Business travel,Business,4,4,5,3,5,4,1,5,19,5,satisfied
6758,Male,Loyal Customer,27,Business travel,Business,2,2,5,5,3,4,5,4,0,0,satisfied
6759,Female,Loyal Customer,19,Business travel,Eco,1,5,1,1,1,3,4,2,0,0,neutral or dissatisfied
6760,Female,Loyal Customer,50,Business travel,Business,2,2,3,3,5,5,4,5,0,0,satisfied
6761,Female,Loyal Customer,39,Business travel,Business,1,2,2,3,1,1,4,1,0,1,neutral or dissatisfied
6762,Female,Loyal Customer,50,Business travel,Eco Plus,4,2,5,4,4,4,5,4,4,29,satisfied
6763,Male,Loyal Customer,35,Business travel,Business,2,1,4,4,2,2,1,2,0,4,neutral or dissatisfied
6764,Female,Loyal Customer,29,Personal Travel,Eco,2,2,4,4,4,5,4,5,8,11,neutral or dissatisfied
6765,Male,Loyal Customer,19,Business travel,Business,5,5,3,3,5,5,4,5,0,0,satisfied
6766,Female,Loyal Customer,47,Business travel,Business,4,4,5,5,5,5,3,5,0,0,satisfied
6767,Male,disloyal Customer,26,Business travel,Business,5,5,4,3,5,5,4,5,0,26,satisfied
6768,Female,Loyal Customer,40,Business travel,Business,3,2,3,3,2,4,3,1,0,4,neutral or dissatisfied
6769,Male,Loyal Customer,11,Personal Travel,Eco,4,4,1,1,3,4,5,4,0,0,neutral or dissatisfied
6770,Male,Loyal Customer,33,Business travel,Business,2,3,2,2,2,4,4,4,9,0,neutral or dissatisfied
6771,Female,disloyal Customer,35,Business travel,Eco,4,4,3,3,1,2,4,1,54,43,neutral or dissatisfied
6772,Male,Loyal Customer,48,Business travel,Eco,4,3,4,4,3,1,3,2,10,13,satisfied
6773,Male,Loyal Customer,50,Business travel,Business,4,4,3,4,5,4,4,5,79,95,satisfied
6774,Male,Loyal Customer,48,Business travel,Eco,2,1,2,2,5,2,4,4,0,42,satisfied
6775,Female,Loyal Customer,36,Business travel,Business,4,4,5,1,4,4,2,4,0,0,satisfied
6776,Female,Loyal Customer,36,Business travel,Business,4,4,3,3,5,5,4,5,0,0,satisfied
6777,Female,Loyal Customer,51,Personal Travel,Eco Plus,3,3,4,5,1,4,5,1,0,0,neutral or dissatisfied
6778,Female,Loyal Customer,33,Business travel,Business,2,2,5,4,5,4,4,5,0,0,satisfied
6779,Male,Loyal Customer,50,Business travel,Business,4,5,1,4,4,4,3,4,0,0,neutral or dissatisfied
6780,Male,Loyal Customer,36,Business travel,Business,5,4,5,4,2,2,4,2,7,0,satisfied
6781,Male,disloyal Customer,30,Business travel,Eco,1,1,3,3,3,4,4,4,19,21,neutral or dissatisfied
6782,Male,Loyal Customer,37,Personal Travel,Eco,2,2,2,2,5,1,2,2,4,10,neutral or dissatisfied
6783,Male,Loyal Customer,40,Personal Travel,Eco,2,2,3,1,4,4,3,4,0,0,neutral or dissatisfied
6784,Male,Loyal Customer,55,Business travel,Eco,1,1,2,2,3,4,4,3,0,0,neutral or dissatisfied
6785,Female,Loyal Customer,48,Business travel,Business,4,4,4,4,3,3,3,3,8,0,satisfied
6786,Female,Loyal Customer,55,Business travel,Business,3,3,4,5,5,5,3,5,0,0,satisfied
6787,Male,Loyal Customer,16,Personal Travel,Eco,4,4,4,3,4,4,3,5,0,0,neutral or dissatisfied
6788,Male,Loyal Customer,57,Personal Travel,Eco,2,2,1,1,4,1,5,2,0,0,neutral or dissatisfied
6789,Male,disloyal Customer,39,Business travel,Eco,2,2,4,3,1,4,1,5,0,0,neutral or dissatisfied
6790,Female,Loyal Customer,24,Business travel,Business,2,3,2,2,5,4,2,1,0,8,neutral or dissatisfied
6791,Male,Loyal Customer,39,Personal Travel,Eco,1,4,3,3,3,4,2,4,0,0,neutral or dissatisfied
6792,Male,Loyal Customer,62,Personal Travel,Eco,2,2,5,5,5,5,4,4,0,2,neutral or dissatisfied
6793,Female,Loyal Customer,59,Business travel,Business,5,5,3,5,4,4,4,4,0,0,satisfied
6794,Female,Loyal Customer,50,Personal Travel,Business,2,2,5,4,5,5,5,5,2,0,neutral or dissatisfied
6795,Female,Loyal Customer,47,Business travel,Business,3,3,2,5,5,5,5,5,0,0,satisfied
6796,Male,Loyal Customer,32,Business travel,Business,4,2,4,4,3,2,1,2,24,40,neutral or dissatisfied
6797,Female,Loyal Customer,55,Business travel,Business,3,3,4,5,5,5,5,5,0,0,satisfied
6798,Female,Loyal Customer,40,Business travel,Business,3,2,2,4,3,3,4,3,0,0,satisfied
6799,Male,Loyal Customer,44,Business travel,Business,2,1,2,4,3,3,4,3,121,128,satisfied
6800,Female,Loyal Customer,48,Business travel,Business,2,5,2,4,3,2,3,3,7,10,neutral or dissatisfied
6801,Female,Loyal Customer,38,Business travel,Business,2,2,2,5,5,5,5,5,6,13,satisfied
6802,Male,Loyal Customer,16,Business travel,Business,3,4,3,3,3,4,1,4,0,0,neutral or dissatisfied
6803,Female,Loyal Customer,56,Business travel,Business,4,4,2,5,5,5,5,5,0,0,satisfied
6804,Female,disloyal Customer,40,Business travel,Business,4,4,5,1,3,4,4,5,3,9,satisfied
6805,Female,Loyal Customer,50,Personal Travel,Eco,3,3,4,4,4,4,2,4,0,0,neutral or dissatisfied
6806,Male,Loyal Customer,65,Personal Travel,Eco Plus,4,4,1,1,5,4,4,4,4,0,neutral or dissatisfied
6807,Male,Loyal Customer,43,Business travel,Business,3,4,4,5,4,4,5,4,83,100,satisfied
6808,Female,Loyal Customer,21,Business travel,Eco Plus,0,0,5,5,2,1,3,3,0,0,satisfied
6809,Female,Loyal Customer,35,Business travel,Business,4,4,3,4,5,5,4,5,0,0,satisfied
6810,Female,Loyal Customer,28,Business travel,Business,5,5,4,4,3,5,5,5,6,0,satisfied
6811,Female,disloyal Customer,27,Business travel,Business,4,4,5,5,3,5,5,4,0,0,neutral or dissatisfied
6812,Female,Loyal Customer,49,Business travel,Business,1,1,2,4,4,4,3,4,91,61,satisfied
6813,Male,Loyal Customer,36,Business travel,Eco,5,4,5,5,2,3,3,5,0,0,satisfied
6814,Female,Loyal Customer,43,Business travel,Business,5,5,5,5,4,4,4,4,2,0,satisfied
6815,Male,disloyal Customer,27,Business travel,Business,2,2,3,5,5,5,3,5,0,0,neutral or dissatisfied
6816,Male,Loyal Customer,55,Business travel,Business,3,3,2,4,4,4,3,4,0,0,satisfied
6817,Female,Loyal Customer,39,Business travel,Eco Plus,3,2,3,3,1,4,2,4,0,7,neutral or dissatisfied
6818,Male,Loyal Customer,17,Personal Travel,Eco,4,1,3,3,4,3,4,2,46,44,neutral or dissatisfied
6819,Female,Loyal Customer,50,Personal Travel,Eco,1,1,4,5,2,2,3,2,0,0,neutral or dissatisfied
6820,Male,Loyal Customer,53,Business travel,Eco,3,2,3,3,2,4,4,4,0,0,neutral or dissatisfied
6821,Female,disloyal Customer,38,Business travel,Business,2,2,5,2,3,4,5,5,0,0,neutral or dissatisfied
6822,Female,Loyal Customer,49,Personal Travel,Eco,3,3,2,4,1,1,5,1,0,0,neutral or dissatisfied
6823,Female,Loyal Customer,47,Business travel,Eco,4,4,4,2,3,3,4,3,0,11,satisfied
6824,Male,Loyal Customer,13,Personal Travel,Eco,2,4,1,1,5,4,3,4,0,16,neutral or dissatisfied
6825,Female,Loyal Customer,12,Personal Travel,Eco,1,1,2,2,4,2,3,4,7,14,neutral or dissatisfied
6826,Female,Loyal Customer,41,Business travel,Business,1,1,2,4,2,2,5,2,108,100,satisfied
6827,Female,disloyal Customer,20,Business travel,Eco,2,2,4,4,1,4,3,4,0,0,neutral or dissatisfied
6828,Male,disloyal Customer,21,Business travel,Eco,3,3,5,5,5,4,3,4,0,0,neutral or dissatisfied
6829,Male,disloyal Customer,18,Business travel,Eco,3,3,4,4,3,4,4,5,0,0,neutral or dissatisfied
6830,Male,Loyal Customer,50,Business travel,Eco,4,5,4,4,3,4,2,5,13,1,satisfied
6831,Male,Loyal Customer,10,Personal Travel,Eco,4,4,1,1,3,4,4,4,12,6,neutral or dissatisfied
6832,Male,Loyal Customer,55,Business travel,Business,1,1,4,5,5,5,5,5,0,0,satisfied
6833,Female,Loyal Customer,38,Business travel,Business,4,4,5,5,4,4,3,4,32,51,satisfied
6834,Male,Loyal Customer,44,Business travel,Business,2,2,3,5,4,4,4,4,0,0,satisfied
6835,Male,Loyal Customer,37,Business travel,Business,4,5,1,3,4,4,2,4,2,23,neutral or dissatisfied
6836,Male,Loyal Customer,46,Personal Travel,Eco,2,2,2,2,4,5,5,5,0,0,neutral or dissatisfied
6837,Male,Loyal Customer,41,Business travel,Business,4,4,3,4,4,4,3,4,0,3,satisfied
6838,Male,Loyal Customer,58,Business travel,Business,1,0,5,3,3,3,2,3,0,0,neutral or dissatisfied
6839,Male,disloyal Customer,29,Business travel,Eco,2,2,3,3,4,2,4,2,0,0,neutral or dissatisfied
6840,Female,Loyal Customer,59,Personal Travel,Eco,2,2,4,1,3,3,4,3,24,0,neutral or dissatisfied
6841,Male,Loyal Customer,50,Business travel,Business,3,3,4,4,4,4,4,4,3,20,satisfied
6842,Female,Loyal Customer,59,Business travel,Business,5,5,5,4,5,5,4,5,49,90,satisfied
6843,Female,disloyal Customer,22,Business travel,Eco,4,4,4,1,4,4,1,3,9,12,satisfied
6844,Male,Loyal Customer,38,Personal Travel,Eco,3,3,3,3,5,5,4,5,35,28,neutral or dissatisfied
6845,Male,disloyal Customer,23,Business travel,Eco,2,2,4,4,3,2,4,2,0,0,neutral or dissatisfied
6846,Female,Loyal Customer,11,Personal Travel,Eco,3,3,3,3,1,4,4,3,2,4,neutral or dissatisfied
6847,Female,disloyal Customer,22,Business travel,Eco,2,2,4,1,2,3,3,3,0,0,neutral or dissatisfied
6848,Female,Loyal Customer,54,Personal Travel,Eco,2,2,3,3,5,5,1,5,0,0,neutral or dissatisfied
6849,Male,Loyal Customer,9,Personal Travel,Eco,4,4,2,2,3,3,3,5,8,28,neutral or dissatisfied
6850,Female,Loyal Customer,33,Business travel,Business,2,2,3,5,4,4,4,4,0,5,satisfied
6851,Female,Loyal Customer,41,Business travel,Business,1,2,5,3,1,1,3,1,0,0,neutral or dissatisfied
6852,Male,Loyal Customer,47,Business travel,Eco,4,5,4,4,3,1,3,2,0,0,satisfied
6853,Male,Loyal Customer,27,Personal Travel,Business,2,2,5,5,2,3,1,1,1,1,neutral or dissatisfied
6854,Male,Loyal Customer,59,Business travel,Business,2,4,2,2,2,2,2,2,34,32,neutral or dissatisfied
6855,Male,Loyal Customer,30,Personal Travel,Eco,3,3,4,4,3,5,5,5,0,0,neutral or dissatisfied
6856,Male,disloyal Customer,19,Business travel,Eco,2,2,3,3,1,3,3,5,0,0,neutral or dissatisfied
6857,Female,Loyal Customer,43,Personal Travel,Business,1,1,4,2,1,1,5,1,3,8,neutral or dissatisfied
6858,Male,Loyal Customer,55,Business travel,Business,5,5,2,4,4,4,3,4,0,0,satisfied
6859,Female,Loyal Customer,53,Business travel,Eco,4,4,1,3,5,5,4,5,4,1,neutral or dissatisfied
6860,Male,Loyal Customer,55,Business travel,Business,5,5,2,4,5,5,4,5,2,0,satisfied
6861,Male,Loyal Customer,49,Business travel,Business,3,3,2,5,4,4,5,4,32,26,satisfied
6862,Female,Loyal Customer,43,Personal Travel,Eco,1,1,3,3,3,3,3,3,0,0,neutral or dissatisfied
6863,Female,Loyal Customer,27,Business travel,Business,5,5,5,5,5,3,1,5,14,0,satisfied
6864,Female,Loyal Customer,53,Personal Travel,Eco,4,4,5,4,4,4,5,4,0,0,satisfied
6865,Female,disloyal Customer,35,Business travel,Eco,3,3,4,3,4,5,1,5,0,0,neutral or dissatisfied
6866,Female,Loyal Customer,50,Personal Travel,Eco,1,1,3,3,3,3,3,3,0,0,neutral or dissatisfied
6867,Female,Loyal Customer,56,Business travel,Business,2,2,4,4,5,4,3,5,0,2,satisfied
6868,Female,Loyal Customer,38,Business travel,Business,2,2,5,5,5,5,3,5,2,0,satisfied
6869,Male,Loyal Customer,11,Personal Travel,Eco,2,2,4,5,3,4,5,4,1,8,neutral or dissatisfied
6870,Male,Loyal Customer,22,Personal Travel,Eco Plus,2,2,3,3,4,5,5,4,0,0,neutral or dissatisfied
6871,Female,Loyal Customer,46,Personal Travel,Eco,1,2,2,4,4,4,4,4,0,0,neutral or dissatisfied
6872,Male,disloyal Customer,22,Business travel,Eco,5,5,3,3,4,5,1,3,1,4,satisfied
6873,Female,Loyal Customer,9,Personal Travel,Eco,1,1,1,1,3,4,5,5,0,0,neutral or dissatisfied
6874,Female,Loyal Customer,15,Personal Travel,Eco,3,3,3,5,3,5,3,4,0,0,neutral or dissatisfied
6875,Female,Loyal Customer,45,Personal Travel,Eco,1,1,2,5,2,2,4,2,10,12,neutral or dissatisfied
6876,Female,Loyal Customer,57,Personal Travel,Eco,3,3,4,5,4,4,3,4,12,18,neutral or dissatisfied
6877,Female,Loyal Customer,62,Personal Travel,Eco,4,4,2,4,2,2,4,2,0,0,neutral or dissatisfied
6878,Male,Loyal Customer,36,Business travel,Business,3,2,4,3,3,3,3,3,0,0,neutral or dissatisfied
6879,Female,Loyal Customer,56,Business travel,Business,0,0,5,5,5,5,3,5,21,3,satisfied
6880,Female,Loyal Customer,55,Business travel,Eco,4,4,2,2,4,4,2,4,0,0,neutral or dissatisfied
6881,Female,Loyal Customer,39,Personal Travel,Eco,2,2,2,3,3,3,3,2,0,12,neutral or dissatisfied
6882,Male,Loyal Customer,62,Personal Travel,Eco,3,3,4,4,4,3,4,4,0,32,neutral or dissatisfied
6883,Male,disloyal Customer,37,Business travel,Business,2,2,2,2,5,4,5,5,0,0,neutral or dissatisfied
6884,Male,Loyal Customer,69,Personal Travel,Eco,3,3,1,1,5,3,2,5,24,17,neutral or dissatisfied
6885,Male,Loyal Customer,58,Business travel,Eco Plus,4,4,4,4,3,4,1,3,0,1,satisfied
6886,Male,Loyal Customer,45,Personal Travel,Business,1,1,2,4,3,3,3,3,0,0,neutral or dissatisfied
6887,Male,Loyal Customer,50,Personal Travel,Eco,3,3,2,3,4,4,4,4,0,0,neutral or dissatisfied
